City,Category,Customer_Name,Year,Quarter,Month,Day,Email,Month,Year,Quarter,Month,Day,Order_ID,Order_Status,Payment_Mode,Phone,Product,State,Weekday,Sum of Discount,Sum of Net_Amount,Sum of Profit,Sum of Qty,Sum of Sales,Total Sales,Sum of Unit_Price,Sum of Year
Jaipur,Fashion,Vikas,2025,Qtr 2,May,6,vikas12@gmail.com,June,2025,Qtr 2,June,1,ORD1061,Cancelled,UPI,9714988193,Shoes,Rajasthan,Sunday,0,2495,2495,5,2495,2495,499,2025
Jaipur,Fashion,Vikas,2025,Qtr 3,September,3,vikas46@gmail.com,March,2025,Qtr 1,March,3,ORD1012,Cancelled,COD,9551158398,Shoes,Rajasthan,Monday,0,2997,2997,3,2997,2997,999,2025
Jaipur,Fashion,Vikas,2025,Qtr 3,September,3,vikas46@gmail.com,March,2025,Qtr 1,March,3,ORD1612,Cancelled,COD,9551158398,Shoes,Rajasthan,Monday,0,2997,2997,3,2997,2997,999,2025
Jaipur,Furniture,Neha,2025,Qtr 1,January,11,neha22@gmail.com,January,2025,Qtr 1,January,11,ORD1011,Pending,COD,9580304152,Chair,Rajasthan,Saturday,0,2997,2997,3,2997,2997,999,2025
Jaipur,Furniture,Neha,2025,Qtr 1,January,11,neha22@gmail.com,January,2025,Qtr 1,January,11,ORD1611,Pending,COD,9580304152,Chair,Rajasthan,Saturday,0,2997,2997,3,2997,2997,999,2025
Jaipur,Furniture,Priya,2025,Qtr 2,May,9,priya47@gmail.com,May,2025,Qtr 2,May,9,ORD1109,Returned,Wallet,9771632294,Chair,Rajasthan,Friday,0,19998,19998,2,19998,19998,9999,2025
Jaipur,Furniture,Rahul,2025,Qtr 1,January,7,rahul27@gmail.com,June,2025,Qtr 2,June,23,ORD1114,Returned,Wallet,9963695338,Chair,Rajasthan,Monday,0,4995,4995,5,4995,4995,999,2025
Jaipur,Furniture,Rohit,2025,Qtr 1,January,7,rohit64@gmail.com,June,2025,Qtr 2,June,23,ORD1419,Delivered,Wallet,9562675135,Chair,Rajasthan,Monday,0,4497,4497,3,4497,4497,1499,2025
Jaipur,Furniture,Rohit,2025,Qtr 2,April,13,rohit31@gmail.com,April,2025,Qtr 2,April,13,ORD1487,Delivered,UPI,9370472644,Chair,Rajasthan,Sunday,0,499,499,1,499,499,499,2025
Jaipur,Furniture,Sneha,2025,Qtr 1,January,4,sneha55@gmail.com,January,2025,Qtr 1,January,4,ORD1371,Delivered,Wallet,9125679072,Chair,Rajasthan,Saturday,0,3998,3998,2,3998,3998,1999,2025
Jaipur,Furniture,Sneha,2025,Qtr 1,February,12,sneha17@gmail.com,February,2025,Qtr 1,February,12,ORD1058,Cancelled,Card,9581041302,Chair,Rajasthan,Wednesday,0,5198,5198,2,5198,5198,2599,2025
Jaipur,Furniture,Sneha,2025,Qtr 1,February,13,sneha20@gmail.com,February,2025,Qtr 1,February,13,ORD1238,Returned,Wallet,9215923777,Chair,Rajasthan,Thursday,0,7797,7797,3,7797,7797,2599,2025
Jaipur,Furniture,Sneha,2025,Qtr 2,April,5,sneha54@gmail.com,April,2025,Qtr 2,April,5,ORD1418,Returned,NetBanking,Unknown,Chair,Rajasthan,Saturday,0,19996,19996,4,19996,19996,4999,2025
Jaipur,Home,Amit,2025,Qtr 1,February,25,amit19@gmail.com,February,2025,Qtr 1,February,25,ORD1300,Delivered,NetBanking,9222483704,Bottle,Rajasthan,Tuesday,0,499,499,1,499,499,499,2025
Jaipur,Home,Priya,2025,Qtr 3,August,4,priya27@gmail.com,April,2025,Qtr 2,April,2,ORD1428,Cancelled,Card,9575383484,Bottle,Rajasthan,Wednesday,0,2495,2495,5,2495,2495,499,2025
Jaipur,Home,Rohit,2025,Qtr 4,October,6,rohit55@gmail.com,June,2025,Qtr 2,June,6,ORD1229,Returned,Wallet,9202480572,Bottle,Rajasthan,Friday,0,2495,2495,5,2495,2495,499,2025
Jaipur,Home,Sneha,2025,Qtr 1,January,11,sneha97@gmail.com,January,2025,Qtr 1,January,11,ORD1457,Delivered,Wallet,9523945550,Bottle,Rajasthan,Saturday,0,9995,9995,5,9995,9995,1999,2025
Jaipur,Home,Sneha,2025,Qtr 1,February,7,sneha18@gmail.com,June,2025,Qtr 2,June,23,ORD1311,Pending,Wallet,9199150123,Bottle,Rajasthan,Monday,0,7996,7996,4,7996,7996,1999,2025
Lucknow,Electronics,Amit,2025,Qtr 1,February,10,amit39@gmail.com,February,2025,Qtr 1,February,10,ORD1113,Cancelled,NetBanking,9125790157,Laptop,Up,Monday,0,1996,1996,4,1996,1996,499,2025
Lucknow,Electronics,Amit,2025,Qtr 3,September,2,amit73@gmail.com,January,2025,Qtr 1,January,30,ORD1361,Pending,NetBanking,9645486322,Mouse,Up,Thursday,0,5997,5997,3,5997,5997,1999,2025
Lucknow,Electronics,Neha,2025,Qtr 2,June,13,neha99@gmail.com,June,2025,Qtr 2,June,13,ORD1338,Pending,Wallet,9429636320,Laptop,Up,Friday,0,24995,24995,5,24995,24995,4999,2025
Lucknow,Electronics,Neha,2025,Qtr 4,December,5,neha87@gmail.com,May,2025,Qtr 2,May,5,ORD1140,Cancelled,NetBanking,9450353595,Laptop,Up,Monday,0,4999,4999,1,4999,4999,4999,2025
Lucknow,Electronics,Priya,2025,Qtr 2,April,2,priya59@gmail.com,January,2025,Qtr 1,January,27,ORD1079,Returned,Card,9961124731,Mouse,Up,Monday,0,1999,1999,1,1999,1999,1999,2025
Lucknow,Electronics,Priya,2025,Qtr 4,November,3,priya42@gmail.com,March,2025,Qtr 1,March,4,ORD1491,Cancelled,UPI,9975620718,Laptop,Up,Tuesday,0,2998,2998,2,2998,2998,1499,2025
Lucknow,Electronics,Rahul,2025,Qtr 1,February,4,rahul51@gmail.com,March,2025,Qtr 1,March,24,ORD1086,Delivered,Card,9334759931,Mouse,Up,Monday,0,12995,12995,5,12995,12995,2599,2025
Lucknow,Electronics,Rahul,2025,Qtr 1,February,17,rahul71@gmail.com,February,2025,Qtr 1,February,17,ORD1008,Returned,Card,9789375429,Mouse,Up,Monday,0,39996,39996,4,39996,39996,9999,2025
Lucknow,Electronics,Rahul,2025,Qtr 1,February,17,rahul71@gmail.com,February,2025,Qtr 1,February,17,ORD1608,Returned,Card,9789375429,Mouse,Up,Monday,0,39996,39996,4,39996,39996,9999,2025
Lucknow,Electronics,Rahul,2025,Qtr 1,February,19,rahul77@gmail.com,February,2025,Qtr 1,February,19,ORD1473,Delivered,Wallet,9635640677,Mouse,Up,Wednesday,0,5996,5996,4,5996,5996,1499,2025
Lucknow,Electronics,Rahul,2025,Qtr 2,May,22,rahul34@gmail.com,May,2025,Qtr 2,May,22,ORD1439,Delivered,NetBanking,9519365466,Mouse,Up,Thursday,0,7495,7495,5,7495,7495,1499,2025
Lucknow,Electronics,Rohit,2025,Qtr 2,May,19,rohit36@gmail.com,May,2025,Qtr 2,May,19,ORD1196,Delivered,COD,9343829003,Laptop,Up,Monday,0,39996,39996,4,39996,39996,9999,2025
Lucknow,Electronics,Rohit,2025,Qtr 3,August,3,rohit67@gmail.com,March,2025,Qtr 1,March,5,ORD1435,Cancelled,NetBanking,9653409026,Laptop,Up,Wednesday,0,24995,24995,5,24995,24995,4999,2025
Lucknow,Electronics,Sneha,2025,Qtr 2,April,16,sneha29@gmail.com,April,2025,Qtr 2,April,16,ORD1105,Cancelled,COD,9130855060,Laptop,Up,Wednesday,0,39996,39996,4,39996,39996,9999,2025
Lucknow,Electronics,Sneha,2025,Qtr 4,November,6,sneha34@gmail.com,June,2025,Qtr 2,June,1,ORD1376,Delivered,COD,9409847018,Mouse,Up,Sunday,0,3996,3996,4,3996,3996,999,2025
Lucknow,Electronics,Vikas,2025,Qtr 4,October,6,vikas41@gmail.com,June,2025,Qtr 2,June,6,ORD1330,Pending,UPI,Unknown,Mouse,Up,Friday,0,29997,29997,3,29997,29997,9999,2025
Lucknow,Fashion,Amit,2025,Qtr 1,January,7,amit73@gmail.com,June,2025,Qtr 2,June,22,ORD1436,Cancelled,UPI,9568733492,Watch,Up,Sunday,0,4995,4995,5,4995,4995,999,2025
Lucknow,Fashion,Amit,2025,Qtr 2,April,15,amit42@gmail.com,April,2025,Qtr 2,April,15,ORD1049,Returned,COD,9533399379,Watch,Up,Tuesday,0,12995,12995,5,12995,12995,2599,2025
Lucknow,Fashion,Amit,2025,Qtr 3,September,6,amit15@gmail.com,June,2025,Qtr 2,June,5,ORD1028,Cancelled,NetBanking,9853264878,Watch,Up,Thursday,0,14997,14997,3,14997,14997,4999,2025
Lucknow,Fashion,Neha,2025,Qtr 1,February,13,neha55@gmail.com,February,2025,Qtr 1,February,13,ORD1258,Delivered,NetBanking,9196604908,Shoes,Up,Thursday,0,9998,9998,2,9998,9998,4999,2025
Lucknow,Fashion,Rahul,2025,Qtr 1,February,23,rahul24@gmail.com,February,2025,Qtr 1,February,23,ORD1339,Delivered,COD,9301753805,Watch,Up,Sunday,0,1497,1497,3,1497,1497,499,2025
Lucknow,Fashion,Rahul,2025,Qtr 2,May,9,rahul11@gmail.com,May,2025,Qtr 2,May,9,ORD1138,Delivered,UPI,9944201387,Shoes,Up,Friday,0,24995,24995,5,24995,24995,4999,2025
Lucknow,Fashion,Rahul,2025,Qtr 2,May,13,rahul62@gmail.com,May,2025,Qtr 2,May,13,ORD1285,Cancelled,UPI,9780966201,Watch,Up,Tuesday,0,1999,1999,1,1999,1999,1999,2025
Lucknow,Fashion,Rohit,2025,Qtr 2,June,5,rohit52@gmail.com,April,2025,Qtr 2,April,26,ORD1178,Cancelled,UPI,9667967484,Watch,Up,Saturday,0,2997,2997,3,2997,2997,999,2025
Lucknow,Fashion,Sneha,2025,Qtr 1,February,13,sneha17@gmail.com,February,2025,Qtr 1,February,13,ORD1430,Cancelled,Wallet,9770563699,Watch,Up,Thursday,0,7495,7495,5,7495,7495,1499,2025
Lucknow,Fashion,Sneha,2025,Qtr 1,February,14,sneha36@gmail.com,February,2025,Qtr 1,February,14,ORD1443,Pending,Card,9605647471,Watch,Up,Friday,0,1499,1499,1,1499,1499,1499,2025
Lucknow,Fashion,Sneha,2025,Qtr 2,May,27,sneha39@gmail.com,May,2025,Qtr 2,May,27,ORD1222,Returned,Wallet,9835766723,Watch,Up,Tuesday,0,14997,14997,3,14997,14997,4999,2025
Lucknow,Fashion,Vikas,2025,Qtr 1,January,20,vikas55@gmail.com,January,2025,Qtr 1,January,20,ORD1069,Cancelled,Card,9385463872,Shoes,Up,Monday,0,4999,4999,1,4999,4999,4999,2025
Lucknow,Fashion,Vikas,2025,Qtr 2,May,3,vikas27@gmail.com,February,2025,Qtr 1,February,27,ORD1168,Returned,NetBanking,9983080625,Watch,Up,Thursday,0,2599,2599,1,2599,2599,2599,2025
Lucknow,Furniture,Amit,2025,Qtr 1,February,5,amit28@gmail.com,April,2025,Qtr 2,April,27,ORD1204,Pending,NetBanking,9221581146,Chair,Up,Sunday,0,5198,5198,2,5198,5198,2599,2025
Lucknow,Furniture,Neha,2025,Qtr 2,June,2,neha42@gmail.com,February,2025,Qtr 1,February,1,ORD1078,Pending,Card,9561350940,Chair,Up,Saturday,0,7495,7495,5,7495,7495,1499,2025
Lucknow,Furniture,Neha,2025,Qtr 3,July,7,neha45@gmail.com,June,2025,Qtr 2,June,29,ORD1395,Pending,COD,9291811387,Chair,Up,Sunday,0,499,499,1,499,499,499,2025
Lucknow,Furniture,Rohit,2025,Qtr 2,April,8,rohit34@gmail.com,April,2025,Qtr 2,April,8,ORD1335,Pending,Card,9113457890,Chair,Up,Tuesday,0,7797,7797,3,7797,7797,2599,2025
Lucknow,Furniture,Rohit,2025,Qtr 2,June,9,rohit77@gmail.com,June,2025,Qtr 2,June,9,ORD1158,Delivered,Wallet,9893447040,Chair,Up,Monday,0,19998,19998,2,19998,19998,9999,2025
Lucknow,Furniture,Sneha,2025,Qtr 2,April,10,sneha47@gmail.com,April,2025,Qtr 2,April,10,ORD1192,Returned,UPI,9346739926,Chair,Up,Thursday,0,2998,2998,2,2998,2998,1499,2025
Lucknow,Furniture,Vikas,2025,Qtr 2,May,7,vikas51@gmail.com,May,2025,Qtr 2,May,7,ORD1346,Pending,UPI,9654467591,Chair,Up,Wednesday,0,19998,19998,2,19998,19998,9999,2025
Lucknow,Home,Amit,2025,Qtr 2,May,21,amit29@gmail.com,May,2025,Qtr 2,May,21,ORD1218,Returned,UPI,9171906382,Bottle,Up,Wednesday,0,2998,2998,2,2998,2998,1499,2025
Lucknow,Home,Neha,2025,Qtr 2,June,22,neha54@gmail.com,June,2025,Qtr 2,June,22,ORD1463,Cancelled,COD,9794486194,Bottle,Up,Sunday,0,19996,19996,4,19996,19996,4999,2025
Lucknow,Home,Neha,2025,Qtr 4,October,5,neha57@gmail.com,May,2025,Qtr 2,May,7,ORD1231,Delivered,UPI,9311923454,Bottle,Up,Wednesday,0,998,998,2,998,998,499,2025
Lucknow,Home,Rohit,2025,Qtr 1,January,15,rohit73@gmail.com,January,2025,Qtr 1,January,15,ORD1227,Returned,NetBanking,9753446036,Bottle,Up,Wednesday,0,998,998,2,998,998,499,2025
Lucknow,Home,Rohit,2025,Qtr 2,April,7,rohit44@gmail.com,June,2025,Qtr 2,June,28,ORD1064,Cancelled,NetBanking,9745435168,Bottle,Up,Saturday,0,1999,1999,1,1999,1999,1999,2025
Lucknow,Home,Sneha,2025,Qtr 2,May,16,sneha32@gmail.com,May,2025,Qtr 2,May,16,ORD1110,Returned,NetBanking,Unknown,Bottle,Up,Friday,0,1998,1998,2,1998,1998,999,2025
Lucknow,Home,Vikas,2025,Qtr 1,March,12,vikas2@gmail.com,March,2025,Qtr 1,March,12,ORD1313,Returned,Wallet,9296775424,Bottle,Up,Wednesday,0,998,998,2,998,998,499,2025
Lucknow,Home,Vikas,2025,Qtr 3,August,2,vikas94@gmail.com,February,2025,Qtr 1,February,2,ORD1221,Returned,NetBanking,9250810488,Bottle,Up,Sunday,0,4995,4995,5,4995,4995,999,2025
Lucknow,Home,Vikas,2025,Qtr 4,October,4,vikas56@gmail.com,April,2025,Qtr 2,April,3,ORD1164,Delivered,COD,9849315681,Bottle,Up,Thursday,0,12995,12995,5,12995,12995,2599,2025
Mumbai,Electronics,Amit,2025,Qtr 2,May,23,amit89@gmail.com,May,2025,Qtr 2,May,23,ORD1263,Returned,Wallet,9432372075,Laptop,Maharashtra,Friday,0,5997,5997,3,5997,5997,1999,2025
Mumbai,Electronics,Neha,2025,Qtr 1,January,9,neha54@gmail.com,January,2025,Qtr 1,January,9,ORD1267,Cancelled,Wallet,9588418445,Mouse,Maharashtra,Thursday,0,1996,1996,4,1996,1996,499,2025
Mumbai,Electronics,Neha,2025,Qtr 2,April,19,neha28@gmail.com,April,2025,Qtr 2,April,19,ORD1165,Pending,UPI,9235161022,Laptop,Maharashtra,Saturday,0,998,998,2,998,998,499,2025
Mumbai,Electronics,Neha,2025,Qtr 3,August,6,neha19@gmail.com,June,2025,Qtr 2,June,3,ORD1176,Pending,Wallet,Unknown,Mouse,Maharashtra,Tuesday,0,14997,14997,3,14997,14997,4999,2025
Mumbai,Electronics,Rahul,2025,Qtr 1,February,10,rahul82@gmail.com,February,2025,Qtr 1,February,10,ORD1007,Cancelled,Wallet,9517780193,Mouse,Maharashtra,Monday,0,1497,1497,3,1497,1497,499,2025
Mumbai,Electronics,Rahul,2025,Qtr 1,February,10,rahul82@gmail.com,February,2025,Qtr 1,February,10,ORD1607,Cancelled,Wallet,9517780193,Mouse,Maharashtra,Monday,0,1497,1497,3,1497,1497,499,2025
Mumbai,Electronics,Rahul,2025,Qtr 1,March,3,rahul45@gmail.com,February,2025,Qtr 1,February,23,ORD1380,Returned,NetBanking,9536788264,Laptop,Maharashtra,Sunday,0,39996,39996,4,39996,39996,9999,2025
Mumbai,Electronics,Rahul,2025,Qtr 1,March,15,rahul61@gmail.com,March,2025,Qtr 1,March,15,ORD1224,Returned,COD,9378954231,Mouse,Maharashtra,Saturday,0,9998,9998,2,9998,9998,4999,2025
Mumbai,Electronics,Rahul,2025,Qtr 3,July,1,rahul71@gmail.com,January,2025,Qtr 1,January,2,ORD1256,Pending,COD,9808851312,Laptop,Maharashtra,Thursday,0,998,998,2,998,998,499,2025
Mumbai,Electronics,Rahul,2025,Qtr 3,July,4,rahul12@gmail.com,April,2025,Qtr 2,April,3,ORD1354,Returned,Wallet,9783505215,Mouse,Maharashtra,Thursday,0,499,499,1,499,499,499,2025
Mumbai,Electronics,Rahul,2025,Qtr 3,September,5,rahul68@gmail.com,May,2025,Qtr 2,May,7,ORD1348,Delivered,COD,9857040338,Mouse,Maharashtra,Wednesday,0,998,998,2,998,998,499,2025
Mumbai,Electronics,Rohit,2025,Qtr 2,June,10,rohit82@gmail.com,June,2025,Qtr 2,June,10,ORD1235,Returned,Wallet,9786681008,Laptop,Maharashtra,Tuesday,0,49995,49995,5,49995,49995,9999,2025
Mumbai,Electronics,Sneha,2025,Qtr 1,January,13,sneha95@gmail.com,January,2025,Qtr 1,January,13,ORD1411,Pending,COD,9918096448,Laptop,Maharashtra,Monday,0,1999,1999,1,1999,1999,1999,2025
Mumbai,Electronics,Sneha,2025,Qtr 2,April,11,sneha22@gmail.com,April,2025,Qtr 2,April,11,ORD1404,Cancelled,Wallet,9434292317,Laptop,Maharashtra,Friday,0,5996,5996,4,5996,5996,1499,2025
Mumbai,Electronics,Sneha,2025,Qtr 2,May,23,sneha39@gmail.com,May,2025,Qtr 2,May,23,ORD1053,Delivered,COD,9432994066,Laptop,Maharashtra,Friday,0,1999,1999,1,1999,1999,1999,2025
Mumbai,Electronics,Sneha,2025,Qtr 2,May,25,sneha62@gmail.com,May,2025,Qtr 2,May,25,ORD1167,Delivered,NetBanking,9501654641,Mouse,Maharashtra,Sunday,0,1497,1497,3,1497,1497,499,2025
Mumbai,Electronics,Vikas,2025,Qtr 1,March,4,vikas32@gmail.com,March,2025,Qtr 1,March,24,ORD1213,Cancelled,UPI,9725923904,Mouse,Maharashtra,Monday,0,7495,7495,5,7495,7495,1499,2025
Mumbai,Electronics,Vikas,2025,Qtr 2,April,17,vikas45@gmail.com,April,2025,Qtr 2,April,17,ORD1249,Cancelled,COD,9491984023,Mouse,Maharashtra,Thursday,0,2495,2495,5,2495,2495,499,2025
Mumbai,Fashion,Amit,2025,Qtr 1,January,19,amit54@gmail.com,January,2025,Qtr 1,January,19,ORD1244,Pending,Card,9855809712,Shoes,Maharashtra,Sunday,0,2495,2495,5,2495,2495,499,2025
Mumbai,Fashion,Amit,2025,Qtr 2,May,19,amit49@gmail.com,May,2025,Qtr 2,May,19,ORD1179,Cancelled,Card,9617911882,Watch,Maharashtra,Monday,0,19996,19996,4,19996,19996,4999,2025
Mumbai,Fashion,Neha,2025,Qtr 1,January,5,neha70@gmail.com,April,2025,Qtr 2,April,27,ORD1023,Pending,COD,9133995118,Shoes,Maharashtra,Sunday,0,499,499,1,499,499,499,2025
Mumbai,Fashion,Neha,2025,Qtr 1,January,16,neha74@gmail.com,January,2025,Qtr 1,January,16,ORD1116,Pending,NetBanking,9328163443,Watch,Maharashtra,Thursday,0,5996,5996,4,5996,5996,1499,2025
Mumbai,Fashion,Neha,2025,Qtr 2,May,5,neha26@gmail.com,May,2025,Qtr 2,May,5,ORD1066,Returned,Card,Unknown,Watch,Maharashtra,Monday,0,12995,12995,5,12995,12995,2599,2025
Mumbai,Fashion,Neha,2025,Qtr 2,May,7,neha24@gmail.com,June,2025,Qtr 2,June,26,ORD1251,Cancelled,Wallet,9849220357,Watch,Maharashtra,Thursday,0,5997,5997,3,5997,5997,1999,2025
Mumbai,Fashion,Rahul,2025,Qtr 1,January,5,rahul52@gmail.com,April,2025,Qtr 2,April,25,ORD1030,Delivered,UPI,9882683944,Shoes,Maharashtra,Friday,0,9999,9999,1,9999,9999,9999,2025
Mumbai,Fashion,Rahul,2025,Qtr 1,January,7,rahul36@gmail.com,January,2025,Qtr 1,January,7,ORD1446,Cancelled,UPI,9844906787,Shoes,Maharashtra,Tuesday,0,4497,4497,3,4497,4497,1499,2025
Mumbai,Fashion,Rahul,2025,Qtr 1,January,22,rahul20@gmail.com,January,2025,Qtr 1,January,22,ORD1276,Cancelled,Wallet,9738093025,Shoes,Maharashtra,Wednesday,0,1999,1999,1,1999,1999,1999,2025
Mumbai,Fashion,Rahul,2025,Qtr 2,May,4,rahul11@gmail.com,March,2025,Qtr 1,March,28,ORD1148,Cancelled,COD,9859241823,Watch,Maharashtra,Friday,0,999,999,1,999,999,999,2025
Mumbai,Fashion,Rahul,2025,Qtr 3,July,4,rahul76@gmail.com,March,2025,Qtr 1,March,31,ORD1197,Delivered,COD,9977813525,Watch,Maharashtra,Monday,0,2495,2495,5,2495,2495,499,2025
Mumbai,Fashion,Rohit,2025,Qtr 1,January,16,rohit61@gmail.com,January,2025,Qtr 1,January,16,ORD1226,Cancelled,UPI,9334158867,Watch,Maharashtra,Thursday,0,2495,2495,5,2495,2495,499,2025
Mumbai,Fashion,Rohit,2025,Qtr 2,May,5,rohit35@gmail.com,April,2025,Qtr 2,April,30,ORD1123,Cancelled,NetBanking,9130062131,Watch,Maharashtra,Wednesday,0,2599,2599,1,2599,2599,2599,2025
Mumbai,Fashion,Rohit,2025,Qtr 2,May,12,rohit84@gmail.com,May,2025,Qtr 2,May,12,ORD1299,Returned,UPI,9519363731,Shoes,Maharashtra,Monday,0,9995,9995,5,9995,9995,1999,2025
Mumbai,Fashion,Rohit,2025,Qtr 2,May,15,rohit3@gmail.com,May,2025,Qtr 2,May,15,ORD1150,Cancelled,UPI,9783266736,Shoes,Maharashtra,Thursday,0,12995,12995,5,12995,12995,2599,2025
Mumbai,Fashion,Rohit,2025,Qtr 2,June,4,rohit84@gmail.com,March,2025,Qtr 1,March,27,ORD1340,Delivered,Card,9258772494,Shoes,Maharashtra,Thursday,0,5996,5996,4,5996,5996,1499,2025
Mumbai,Fashion,Sneha,2025,Qtr 1,January,5,sneha92@gmail.com,April,2025,Qtr 2,April,27,ORD1065,Pending,NetBanking,9231780669,Shoes,Maharashtra,Sunday,0,4497,4497,3,4497,4497,1499,2025
Mumbai,Fashion,Sneha,2025,Qtr 1,January,15,sneha75@gmail.com,January,2025,Qtr 1,January,15,ORD1442,Cancelled,UPI,9866056523,Watch,Maharashtra,Wednesday,0,3996,3996,4,3996,3996,999,2025
Mumbai,Fashion,Sneha,2025,Qtr 1,March,10,sneha18@gmail.com,March,2025,Qtr 1,March,10,ORD1355,Pending,Wallet,9117422351,Watch,Maharashtra,Monday,0,3996,3996,4,3996,3996,999,2025
Mumbai,Fashion,Sneha,2025,Qtr 1,March,29,sneha3@gmail.com,March,2025,Qtr 1,March,29,ORD1347,Pending,UPI,9348019295,Shoes,Maharashtra,Saturday,0,499,499,1,499,499,499,2025
Mumbai,Fashion,Sneha,2025,Qtr 2,April,12,sneha10@gmail.com,April,2025,Qtr 2,April,12,ORD1266,Delivered,COD,9408316749,Shoes,Maharashtra,Saturday,0,1497,1497,3,1497,1497,499,2025
Mumbai,Fashion,Sneha,2025,Qtr 2,June,4,sneha18@gmail.com,April,2025,Qtr 2,April,3,ORD1286,Delivered,Card,Unknown,Shoes,Maharashtra,Thursday,0,4995,4995,5,4995,4995,999,2025
Mumbai,Fashion,Vikas,2025,Qtr 1,February,21,vikas76@gmail.com,February,2025,Qtr 1,February,21,ORD1128,Returned,Wallet,9363445434,Watch,Maharashtra,Friday,0,5996,5996,4,5996,5996,1499,2025
Mumbai,Fashion,Vikas,2025,Qtr 1,March,5,vikas28@gmail.com,April,2025,Qtr 2,April,24,ORD1412,Pending,COD,9954928448,Watch,Maharashtra,Thursday,0,9995,9995,5,9995,9995,1999,2025
Mumbai,Fashion,Vikas,2025,Qtr 1,March,14,vikas31@gmail.com,March,2025,Qtr 1,March,14,ORD1421,Pending,NetBanking,9183431745,Watch,Maharashtra,Friday,0,3996,3996,4,3996,3996,999,2025
Mumbai,Fashion,Vikas,2025,Qtr 2,June,18,vikas38@gmail.com,June,2025,Qtr 2,June,18,ORD1142,Cancelled,Card,9879878656,Shoes,Maharashtra,Wednesday,0,9995,9995,5,9995,9995,1999,2025
Mumbai,Furniture,Amit,2025,Qtr 2,May,15,amit64@gmail.com,May,2025,Qtr 2,May,15,ORD1328,Returned,NetBanking,9310217232,Chair,Maharashtra,Thursday,0,5997,5997,3,5997,5997,1999,2025
Mumbai,Furniture,Neha,2025,Qtr 2,April,6,neha42@gmail.com,June,2025,Qtr 2,June,1,ORD1098,Returned,COD,9795658556,Chair,Maharashtra,Sunday,0,49995,49995,5,49995,49995,9999,2025
Mumbai,Furniture,Priya,2025,Qtr 3,August,7,priya55@gmail.com,June,2025,Qtr 2,June,30,ORD1161,Delivered,Wallet,9835595944,Chair,Maharashtra,Monday,0,5996,5996,4,5996,5996,1499,2025
Mumbai,Furniture,Rahul,2025,Qtr 2,April,2,rahul41@gmail.com,January,2025,Qtr 1,January,25,ORD1382,Pending,Wallet,9829324614,Chair,Maharashtra,Saturday,0,1499,1499,1,1499,1499,1499,2025
Mumbai,Furniture,Rohit,2025,Qtr 2,June,11,rohit80@gmail.com,June,2025,Qtr 2,June,11,ORD1458,Delivered,NetBanking,9951760868,Chair,Maharashtra,Wednesday,0,2599,2599,1,2599,2599,2599,2025
Mumbai,Furniture,Sneha,2025,Qtr 4,November,1,sneha37@gmail.com,January,2025,Qtr 1,January,7,ORD1102,Pending,COD,9507523995,Chair,Maharashtra,Tuesday,0,12995,12995,5,12995,12995,2599,2025
Mumbai,Furniture,Vikas,2025,Qtr 3,July,1,vikas8@gmail.com,January,2025,Qtr 1,January,2,ORD1085,Returned,Card,9811000878,Chair,Maharashtra,Thursday,0,1999,1999,1,1999,1999,1999,2025
Mumbai,Home,Neha,2025,Qtr 1,January,24,neha85@gmail.com,January,2025,Qtr 1,January,24,ORD1077,Cancelled,Wallet,9919894416,Bottle,Maharashtra,Friday,0,998,998,2,998,998,499,2025
Mumbai,Home,Rahul,2025,Qtr 1,February,5,rahul70@gmail.com,April,2025,Qtr 2,April,27,ORD1145,Pending,COD,9503257666,Bottle,Maharashtra,Sunday,0,1499,1499,1,1499,1499,1499,2025
Mumbai,Home,Rahul,2025,Qtr 2,April,4,rahul19@gmail.com,April,2025,Qtr 2,April,4,ORD1375,Delivered,UPI,9691259107,Bottle,Maharashtra,Friday,0,2599,2599,1,2599,2599,2599,2025
Mumbai,Home,Vikas,2025,Qtr 2,June,18,vikas53@gmail.com,June,2025,Qtr 2,June,18,ORD1321,Returned,NetBanking,9910821614,Bottle,Maharashtra,Wednesday,0,2997,2997,3,2997,2997,999,2025
Pune,Electronics,Amit,2025,Qtr 2,May,29,amit47@gmail.com,May,2025,Qtr 2,May,29,ORD1325,Pending,Card,9397896952,Mouse,Maharashtra,Thursday,0,5198,5198,2,5198,5198,2599,2025
Pune,Electronics,Amit,2025,Qtr 3,August,2,amit19@gmail.com,February,2025,Qtr 1,February,3,ORD1312,Cancelled,COD,9113360501,Laptop,Maharashtra,Monday,0,49995,49995,5,49995,49995,9999,2025
Pune,Electronics,Neha,2025,Qtr 2,April,3,neha16@gmail.com,February,2025,Qtr 1,February,26,ORD1172,Pending,Wallet,9521714786,Mouse,Maharashtra,Wednesday,0,1497,1497,3,1497,1497,499,2025
Pune,Electronics,Neha,2025,Qtr 2,June,17,neha6@gmail.com,June,2025,Qtr 2,June,17,ORD1448,Cancelled,NetBanking,9891169337,Mouse,Maharashtra,Tuesday,0,4999,4999,1,4999,4999,4999,2025
Pune,Electronics,Priya,2025,Qtr 1,January,4,priya3@gmail.com,March,2025,Qtr 1,March,27,ORD1253,Cancelled,NetBanking,9739892616,Laptop,Maharashtra,Thursday,0,9995,9995,5,9995,9995,1999,2025
